IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EUR,Europe,Country,LVA,Latvia,Year,2013,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,76.20,,,72.93,,79.18,76.2 [72.9-79.2],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,SEAR,South-East Asia,Country,IND,India,Year,2013,false,Sex,Female,SEX_FMLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,76.38,,,69.5,,82.11,76.4 [69.5-82.1],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2013,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,76.39,,,72.94,,79.54,76.4 [72.9-79.5],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2013,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,76.71,,,72.17,,80.72,76.7 [72.2-80.7],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AMR,Americas,Country,CAN,Canada,Year,2013,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,76.66,,,73.91,,79.21,76.7 [73.9-79.2],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AFR,Africa,Country,BEN,Benin,Year,2013,false,Sex,Both sexes,SEX_BTSX,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,76.83,,,73.13,,80.16,76.8 [73.1-80.2],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2013,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,76.76,,,73.9,,79.4,76.8 [73.9-79.4],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2013,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,76.77,,,74.05,,79.28,76.8 [74.0-79.3],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,EUR,Europe,Country,MLT,Malta,Year,2013,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,76.79,,,73.97,,79.39,76.8 [74.0-79.4],,,EN,2019-11-14 00:00:00
NCD_PAC_ADO,Insufficiently active (crude estimate),numeric,AFR,Africa,Country,DZA,Algeria,Year,2013,false,Sex,Male,SEX_MLE,Age Group,11-17 years,AGEGROUP_YEARS11-17,,,,,,,76.88,,,73.55,,79.91,76.9 [73.6-79.9],,,EN,2019-11-14 00:00:00
